id,name,cas_no,synonyms_iupac
TRG402,TrelagliptinImpurityII/TrelagliptinimpuirtyB,2087874-92-6,"(R)-4-((1-(3-(2-Cyano-5-fluorobenzyl)-1-methyl-2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)piperidin-3- yl)amino)-4-oxobutanoicAcid"
TRG403,TrelagliptinImpurityIII/TrelagliptinimpuirtyC,865759-24-6,"2-((6-Chloro-3-methyl-2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)methyl)-4-fluorobenzonitrile"
TRG404,TrelagliptinImpurityS-Isomer/TrelagliptinimpuirtyD,2206135-35-3,"(S)-2-((6-(3-Aminopiperidin-1-yl)-3-methyl-2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)methyl)-4-"
TRG405,fluorobenzonitrile,1938080-43-3,TrelagliptinimpuirtyE
TRL100,TRG405 1938080-43-3 TrelagliptinimpuirtyE,68786-66-3,Triclabendazole
TRP100,TRL100 68786-66-3 Triclabendazole,1508-75-4,Tropicamide
TRP201,TropicamideEPImpurityA,33403-97-3,"TropicamiderelatedcompoundA, N-(pyridin-4-ylmethyl)ethanamine"
TRP202,TropicamideEPImpurityB,57322-50-6,TropicamiderelatedcompoundB
TRP203,TropicamideEPImpurityC,552-63-6,TropicamiderelatedcompoundC
TRP204,TropicamideEPImpurityD,103-82-2,"TropicamiderelatedcompoundD,phenylaceticacid Ursodiol"
URS401,URS100 Ursodiol,481-29-8,Epiandrosteron Valganciclovir
VLG100,ValganciclovirHydrochloride,175865-59-5,"L-Valine2-[(2-amino-1,6-dihydro-6-oxo-9H-purin-9-yl)methoxy]-3-hydroxypropylesterhydrochloride"
VLG201,ValaciclovirEPImpurityA,73-40-5,ValganciclovirrelatedcompoundB
VLG401,"ValganciclovirrelatedcompoundB,AciclovirEPImpurityB;Guanine",3056-33-5,Diacetylguanine Valsartan
VLS100,Valsartan,137862-53-4,(S)-N-[p-(o-1H-Tetrazol-5-ylphenyl)benzyl]-N-valeryl-L-valine
VLS201,ValsartanEPImpurityA,137862-87-4,"ValsartanUSPRelatedCompoundA;ValsartanR-Isomer;(R)-Valsartan,(R- N-Valeryl-N-([2'-(1H-tetrazole-5-yl)biphen-4-yl]methyl)valine"
VLS202,ValsartanEPImpurityB,137863-20-8,ValsartanUSPRelatedCompoundC;ValsartanBenzylEster Page72
VLS203,ValsartanEPImpurityC,952652-79-8,ValsartanrelatedcompoundB;ValsartanN-ButyrylAnalog
VLS401,N-Nitrosodimethylamine,62-75-9,N-Methyl-N-nitrosomethanamine;DMN;DMNA
VLS402,N-nitrosodiethylamine(NDEA).,55-18-5,N-Ethyl-N-nitrosoethanamine;DEN;DENA; Diethylnitrosamide
VLS403,Nitroso-N-methyl-4-aminobutyricacid(NMBA),61445-55-4,4-(Methylnitrosoamino)butanoicAcid;N-Methyl-N-(3-carboxypropyl)nitrosamine
VLS404,ValsaratanAzidoNitrileImpurity,133690-91-2,"4'-(Azidomethyl)-[1,1'-biphenyl]-2-carbonitrile"
VLS405,ValsaratanAzidoTetrazoleImpuity,152708-24-2,"5-[4'-(Azidomethyl)[1,1'-biphenyl]-2-yl]-2H-tetrazole Venlafaxine"
VNL100,VenlafaxineHCl,99300-78-4,"1-[2-(Dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexanolhydrochloride VenlafaxineEPImpurityA VNL201 775-33-7 2-(4-Methoxyphenyl)-N,N-dimethylethanamine 323176-93-8/2174001-92-2 VenlafaxineEPImpurityB VNL202 Hcl VenlafaxineEster Impurity, Ethyl (2RS)-3-(dimethylamino)-2-(4-methoxyphenyl)propanoate"
VNL203,VenlafaxineEPImpurityC,130198-05-9,"N,N-DidesmethylVenlafaxineHydrochloride"
VNL204,VenlafaxineEPImpurityD,149289-30-5,VenlafaxineUSPRelatedCompoundA
VNL205,VenlafaxineEPImpurityE,93413-70-8,/93413-56-0 (5RS)-5-(4-methoxyphenyl)-3-methyl-1-oxa-3-azaspiro[5.5]undecane
VNL206,VenlafaxineEPImpurityF,93413-79-7,"(HCl)/93413-57-1 (2RS)-2-(Cyclohex-1-enyl)-2-(4-methoxyphenyl)-N,N-dimethylethanamine hydrochloride ; 2-Cyclohexenyl-2- (4-methoxyphenyl)-N,N -dimethylethanamine hydrochloride"
VNL207,VenlafaxineEPImpurityG,1076199-92-2,"DeshydroxyVenlafaxine,1-[2-Dimethylamino-1-(4-methoxyphenyl) ethyl]cyclohexane"
VNL208,VenlafaxineEPImpurityH,1329795-88-1,1-[(1RS)-1-(4-methoxyphenyl)-2-[[2-(4-methoxyphenyl)ethyl]amino]ethyl]cyclohexanol
VNL401,VenlafaxineO-DesmethylImpurity,93413-62-8,
VNL402,4-[2-(Dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol;Desvenlafaxine,1094598-37-4,VenlafaxineN-Oxide
VGB302,VigabatrinRelatedCompoundB,1379403-11-8,(2E)-2-(2-Aminoethyl)but-2-enoicAcidHydrochloride Vildagliptin
VLD100,Vildagliptin,274901-16-5,"(2S)-1-[2-[(3-Hydroxytricyclo[3.3.1.13,7]dec-1-yl)amino]acetyl]-2-pyrrolidinecarbonitrile"
VLD401,VildagliptinImpuirtyA,1789703-37-2,"VildagliptinCyclicAmidine;2-(3-Hydroxyadamantan-1-yl)-1-iminohexahydropyrrolo[1,2-a]pyrazin-4(1H)-one Page73"
VLD402,VildagliptinImpurityB,565453-39-6,Vildagliptinamideimpurity;1-[(3-Hydroxyadamant-1-ylamino)-acetyl]-(2S)-prolinamide
VLD403,VildagliptinImpurityC,1789703-36-1,"VildagliptinDiketoImpurity;2-(3-Hydroxyadamantan-1-yl)hexahydropyrrolo[1,2-a]pyrazine-1,4-dione"
VLD404,VildagliptinImpurityD,1036959-23-5,"(2S,2'S)-1,1'-(2,2'-(((1r,3R,5R,7S)-3-hydroxyadamantan-1- yl)azanediyl)bis(acetyl))bis(pyrrolidine-2- carbonitrile);VildagliptinDimerImpurity"
VLD405,(R)-Vildagliptin,1036959-27-9,"(R)-1-(((1r,3S,5R,7S)-3-hydroxyadamantan-1-yl)glycyl)pyrrolidine-2-carbonitrile"
VLD406,VildagliptinChloroacetylAmide(S)-Isomer,214398-99-9,(S)-1-(2-chloroacetyl)pyrrolidine-2-carboxamide
VLD407,VildagliptinChloroacetylAmide(R)-Isomer,1211679-98-9,(R)-1-(2-Chloroacetyl)pyrrolidine-2-carboxamide
VLD409,VildagliptinCarboxylicAcid Impurity,565453-40-9,"(2S)-1-[2-[(3-Hydroxytricyclo[3.3.1.13,7]dec-1-yl)amino]acetyl]-2- pyrrolidinecarboxylicacid"
VLD410,Gly-Pro-CNTFASALT,NA,(2S)-1-(AMINOACETYL)PYRROLIDINE-2-CARBONITRILE
VLD411,Cyclo(-Gly-Pro),3705-27-9,"(S)-Hexahydro-pyrrolo[1,2-a]pyrazine-1,4-dione"
VLD412,VildagliptinChloroacetylNitrile(R)-Isomer,565452-98-4,VildagliptinChloroacetylNitrile(R)-Isomer
VLD413,(S)-1-(2-Hydroxyacetyl)pyrrolidine-2-carboxamide,96166-39-1,(S)-1-(2-Hydroxyacetyl)pyrrolidine-2-carboxamide
VLD414,NitrosoVildagliptin,NA,"N-(2-((S)-2-Cyanopyrrolidin-1-yl)-2-oxoethyl)-N-((1r,3R,5R,7S)-3-hydroxyadamantan-1-yl)nitrousamide"
VLD501,VildagliptinChloroacetylNitrile(S)-Isomer,207557-35-5,(2S)-1-(Chloroacetyl)-2-Pyrrolidinecarbonitrile;VildagliptinImpurity14
VLD502,"Diazabicycloundeceneimpurity,",6674-22-2,"3,4,6,7,8,9,10-Octahydropyrimido[1,2-a]azepine"
VLD503,1-Adamantanol,768-95-6,"2,3,4,6,7,8,9,10-Octahydropyrimido[1,2-a]azepine"
VLD504,VildagliptinAminoAlcoholImpurity,702-82-9,1-Amino-3-adamantanol;VildagliptinImpurity15 Vortioxetine
VRT100,Vortioxetine,508233-74-7,"1-[2-[(2,4-Dimethylphenyl)thio]phenyl]piperazine"
VRT401,VortioxetineSulfoxide,1429908-35-9,VortioxetineSulfoxide
VRT402,VORTIOXETINESULFOXIDEHBr,NA,VORTIOXETINESULFOXIDEHydrobromide
VRT403,VortioxetineImpurity31,13616-82-5,"2,4-Xylenethiol;2,4-Dimethylbenzenethiol; 2,4-Dimethylthiopheno Warfarin"
WRF100,Warfarin,81-81-2,2-Oxo-3-[(1RS)-3-oxo-1-phenylbutyl]-2H-1-benzopyran-4-ol Page74 Zolpidem
ZLP100,ZolpidemTartrate,82626-48-0,"N,N,6-Trimethyl-2-(4-methylphenyl)imidazo[1,2-a]pyridine-3-acetamide"
ZLP201,ZolpidemTartrateEPImpurityA,1346600-85-8,ZolpidemUSP RelatedCompoundA
ZLP202,ZolpidemTartrateEPImpurityB,NA,"2-[2-(3-bromo-4-methylphenyl)-6-methylimidazo[1,2-a]pyridin-3-yl] -N,N-dimethylacetamide"
ZLP401,"N,N-Dimethylprop-2-ynamide",2682-34-0,"N,N-Dimethylprop-2-ynamide Zonisamide"
ZNS100,Zonisamide,68291-97-4,"1,2-Benzisoxazole-3-methanesulfonamide"
ZNS301,ZonisamideRelatedCompoundA,73101-64-1,"(1,2-benzisoxazole-3-methanesulfonic acidsodiumsalt"
ZNS303,ZonisamideRelatedCompoundC,1217201-89-2,"N,N-DimethylFormimidamide;(E)-N'-((benzo[d]isoxazol-3-ylmethyl)sulfonyl)-N,N-dimethylformimidamide"
ZNS401,N-MethylZonisamide,68292-02-4,"N-Methyl-1,2-benzisoxazole-3-methanesulfonamide"
ZNS402,"1,2-Benzisoxazol-3-ylaceticAcid",4865-84-3,"1,2-Benzisoxazol-3-ylaceticAcid Page75"
